Day,Ad name,Campaign name,Campaign ID,Platform,Age,Gender,Impression device,Amount Spent,Clicks,CPC-cost per link click,"CPM-cost per 1,000 impressions",Video average play time,Impressions,Reach,Frequency
1/24/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,65+,unknown,ipad,0.72,2,0.72,36,16,20,19,1.05
1/24/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,55-64,female,iphone,15.30,65,0.46,17.77,10,861,779,1.11
1/24/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,65+,female,iphone,9.52,16,0.68,27.67,12,344,331,1.04
1/24/2023,Presents_Evergreen_Registrations_Interests_All_National_Dual_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,unknown,android_smartphone,7.03,4,2.34,45.95,0,153,152,1.01
1/24/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,male,android_smartphone,4.03,0,0,32.24,11,125,121,1.03
1/24/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,25-34,female,android_tablet,0.18,0,0,36,5,5,5,1
1/24/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,45-54,male,android_tablet,0.01,0,0,5,5,2,2,1
1/24/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_25-54_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,25-34,male,desktop,3.47,1,0,55.97,6,62,62,1
1/24/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,25-34,male,ipad,0.73,0,0,31.74,4,23,22,1.05
1/24/2023,Presents_Evergreen_Registrations_Lookalike_1%_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,45-54,male,ipad,0.38,0,0,29.23,7,13,13,1
1/24/2023,Presents_Evergreen_Registrations_Interests_All_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,18-24,female,iphone,6.97,6,1.74,28.8,8,242,240,1.01
1/24/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_WOMENS BRAINSV2_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,male,iphone,7.10,4,2.37,21.45,8,331,328,1.01
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,male,android_smartphone,16.68,17,1.11,9.95,7,1677,1673,1
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,55-64,unknown,android_smartphone,0.33,0,0,9.17,7,36,35,1.03
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,unknown,android_tablet,0.04,0,,4.44,7,9,9,1
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,35-44,male,android_tablet,0.13,0,,14.44,10,9,8,1.13
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,65+,male,desktop,0.08,0,,5,13,16,16,1
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,55-64,female,ipad,0.10,1,,2.17,13,46,45,1.02
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,65+,female,ipad,0.09,0,,12.86,12,7,7,1
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,female,iphone,11.85,8,1.69,10.52,11,1126,1125,1
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,55-64,male,iphone,0.53,0,,10.19,9,52,48,1.08
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,25-34,male,other,0.01,0,,5,13,2,2,1
1/25/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,55-64,unknown,other,0.05,0,,25,12,2,2,1
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,25-34,female,android_smartphone,5.62,17,1.87,18.73,13,300,280,1.07
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,18-24,male,android_smartphone,2.53,2,2.53,27.2,16,93,91,1.02
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,35-44,unknown,android_tablet,0.19,0,,21.11,4,9,8,1.13
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,55-64,male,android_tablet,0.20,0,,50,10,4,4,1
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,female,desktop,0.54,3,0.18,15.43,6,35,35,1
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,55-64,female,ipad,2.24,6,0.75,23.09,6,97,90,1.08
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,65+,male,ipad,1.75,4,0.44,44.87,11,39,36,1.08
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,female,iphone,22.53,84,0.75,20.22,2,1114,1009,1.1
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,35-44,unknown,iphone,13.89,20,0.87,31.28,4,444,427,1.04
1/25/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,female,other,0.00,0,0,0,6,1,1,1
1/25/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,35-44,female,android_smartphone,217.31,565,1.26,46.34,5,4689,3710,1.26
1/25/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_25-54_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,55-64,male,android_smartphone,38.44,24,2.02,44.44,6,865,726,1.19
1/25/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,male,android_tablet,7.73,19,1.29,43.43,5,178,158,1.13
1/25/2023,Presents_Evergreen_Registrations_Lookalike_1%_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,55-64,female,android_tablet,0.88,1,0.88,44,4,20,20,1
1/25/2023,Presents_Evergreen_Registrations_Interests_All_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,65+,female,desktop,36.99,39,1.85,40.56,9,912,778,1.17
1/25/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_WOMENS BRAINSV2_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,35-44,female,desktop,0.81,1,0.81,10,4,81,81,1
1/25/2023,Presents_Evergreen_Registrations_Lookalike_1%_National_Dual_Video_WOMENS BRAINSV2_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,female,ipad,23.56,73,0.98,30.24,8,779,666,1.17
1/25/2023,Presents_Evergreen_Registrations_Interests_All_National_Dual_Video_WOMENS BRAINSV2_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,male,ipad,2.26,3,1.13,46.12,1,49,34,1.44
1/25/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Static_WOMENS BRAINSV3_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,65+,unknown,iphone,166.78,457,1.24,36.3,7,4594,3826,1.2
1/25/2023,Presents_Evergreen_Registrations_Lookalike_1%_National_Dual_Static_WOMENS BRAINSV3_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,45-54,male,iphone,36.86,28,1.76,41.93,7,879,740,1.19
1/25/2023,Presents_Evergreen_Registrations_Interests_All_National_Dual_Static_WOMENS BRAINSV3_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,25-34,female,other,0.48,1,0.48,25.26,203,19,19,1
1/25/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,55-64,unknown,other,0.14,0,0,140,5,1,0,0
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,55-64,male,android_smartphone,16.85,12,1.4,11.77,3,1432,1426,1
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,65+,male,android_smartphone,0.29,0,0,9.67,4,30,30,1
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,55-64,female,android_tablet,0.01,0,0,5,13,2,2,1
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,45-54,female,android_tablet,0.06,0,0,15,6,4,4,1
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,female,desktop,0.11,0,0,4.23,5,26,25,1.04
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,unknown,ipad,0.06,0,0,2.73,5,22,22,1
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,45-54,male,ipad,0.11,0,0,15.71,9,7,7,1
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,65+,male,iphone,12.08,5,3.02,11.65,4,1037,1034,1
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,65+,female,iphone,0.36,0,,11.25,3,32,31,1.03
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,65+,female,other,0.01,0,,10,6,1,1,1
1/26/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,55-64,female,other,0.02,0,,20,7,1,1,1
1/26/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,55-64,male,android_smartphone,7.30,25,0.81,25.7,2,284,262,1.08
1/26/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,45-54,female,android_smartphone,4.06,4,1.02,31.23,13,130,124,1.05
1/26/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,female,android_tablet,0.37,3,0.37,41.11,11,9,8,1.13
1/26/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,55-64,male,android_tablet,0.05,0,,25,5,2,2,1
1/26/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,male,desktop,1.53,5,0.51,23.91,16,64,63,1.02
1/26/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,female,ipad,1.93,5,0.97,24.74,16,78,76,1.03
1/26/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,65+,male,ipad,0.76,1,0.76,30.4,4,25,24,1.04
1/26/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,unknown,iphone,18.62,74,0.69,23.28,9,800,731,1.09
1/26/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,45-54,female,iphone,16.59,17,1.28,32.09,7,517,499,1.04
1/26/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,55-64,female,android_smartphone,178.67,541,1.17,37.97,6,4705,4172,1.13
1/26/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_25-54_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,female,android_smartphone,9.52,5,1.9,45.12,7,211,211,1
1/26/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,65+,female,android_tablet,6.62,21,1.1,38.05,5,174,152,1.14
1/26/2023,Presents_Evergreen_Registrations_Lookalike_1%_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,unknown,android_tablet,0.37,0,,46.25,5,8,8,1
1/26/2023,Presents_Evergreen_Registrations_Interests_All_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,male,desktop,35.19,26,2.35,30.23,7,1164,1108,1.05
1/26/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_WOMENS BRAINSV2_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,35-44,female,desktop,0.14,0,,4,6,35,35,1
1/26/2023,Presents_Evergreen_Registrations_Lookalike_1%_National_Dual_Video_WOMENS BRAINSV2_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,55-64,unknown,ipad,29.77,88,1.35,32.11,5,927,872,1.06
1/26/2023,Presents_Evergreen_Registrations_Interests_All_National_Dual_Video_WOMENS BRAINSV2_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,25-34,female,ipad,1.45,0,,50,4,29,20,1.45
1/26/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Static_WOMENS BRAINSV3_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,45-54,female,iphone,285.17,653,1.99,34.71,23,8215,6912,1.19
1/26/2023,Presents_Evergreen_Registrations_Lookalike_1%_National_Dual_Static_WOMENS BRAINSV3_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,55-64,female,iphone,37.83,27,1.64,53.28,12,710,656,1.08
1/26/2023,Presents_Evergreen_Registrations_Interests_All_National_Dual_Static_WOMENS BRAINSV3_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,65+,female,ipod,0.01,0,,5,14,2,2,1
1/26/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,65+,male,other,0.28,0,,40,12,7,7,1
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,45-54,female,android_smartphone,17.84,12,1.49,13,13,1372,1371,1
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,65+,male,android_smartphone,0.42,0,,16.15,9,26,26,1
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,25-34,female,android_tablet,0.02,0,,6.67,8,3,3,1
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,25-34,female,android_tablet,0.07,0,,17.5,9,4,4,1
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,55-64,male,desktop,0.05,1,,10,3,5,5,1
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,65+,male,ipad,0.04,0,,5.71,4,7,7,1
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,65+,female,ipad,0.14,0,0,20,7,7,6,1.17
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,65+,female,iphone,11.05,7,1.58,13.51,3,818,818,1
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,35-44,unknown,iphone,0.51,0,0,14.17,7,36,34,1.06
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,45-54,female,other,0.00,0,0,0,6,1,1,1
1/27/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,35-44,female,other,0.03,0,0,10,5,3,3,1
1/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,25-34,male,android_smartphone,5.88,13,0.84,27.61,14,213,203,1.05
1/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,65+,unknown,android_smartphone,2.91,1,0,36.38,4,80,79,1.01
1/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,female,android_tablet,0.09,0,0,12.86,7,7,6,1.17
1/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,55-64,female,android_tablet,0.20,0,0,66.67,3,3,3,1
1/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,unknown,desktop,1.52,1,0,26.21,5,58,55,1.05
1/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,female,ipad,1.57,8,0.52,22.75,12,69,66,1.05
1/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,25-34,female,ipad,0.88,1,0.88,44,11,20,20,1
1/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,male,iphone,20.39,57,0.85,25.55,1,798,732,1.09
1/27/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,65+,male,iphone,16.65,35,0.69,36.27,3,459,446,1.03
1/27/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,55-64,male,android_smartphone,182.08,445,1.63,39.45,5,4616,4256,1.08
1/27/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,45-54,male,android_smartphone,2.55,0,0,36.96,8,69,68,1.01
1/27/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,18-24,female,android_tablet,5.51,15,1.1,41.43,1,133,133,1
1/27/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,45-54,female,android_tablet,0.13,0,0,43.33,6,3,0,0
1/27/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,25-34,female,desktop,17.37,17,1.93,33.28,4,522,460,1.13
1/27/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,35-44,female,desktop,0.18,0,0,6.43,5,28,24,1.17
1/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_18-24_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,55-64,female,ipad,25.92,66,1.52,32.16,5,806,668,1.21
1/27/2023,Presents_Evergreen_Registrations_Broad_All_National_Male_25-54_Video_2023SEASON_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,25-34,female,ipad,0.61,0,0,30.5,8,20,16,1.25
1/27/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,18-24,female,iphone,314.14,702,1.94,37.26,14,8432,7348,1.15
1/27/2023,Presents_Evergreen_Registrations_Lookalike_1%_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,instagram,65+,female,iphone,22.09,6,5.52,46.8,11,472,472,1
1/27/2023,Presents_Evergreen_Registrations_Interests_All_National_Dual_Video_WOMENS BRAINSV1_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,55-64,female,ipod,0.08,0,,26.67,15,3,0,0
1/27/2023,Presents_Evergreen_Registrations_Retargeting_All_National_Dual_Video_WOMENS BRAINSV2_Sign Up,Presents_Evergreen_Registrations,6271297892597,facebook,25-34,female,other,0.26,0,,26,14,10,4,2.5
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,18-24,unknown,android_smartphone,20.18,7,2.88,14.05,12,1436,1433,1
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,18-24,male,android_smartphone,0.33,0,,12.69,16,26,22,1.18
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,55-64,unknown,android_tablet,0.00,0,,0,14,1,1,1
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,18-24,unknown,android_tablet,0.04,0,,20,12,2,2,1
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,unknown,desktop,0.02,0,,4,18,5,5,1
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,35-44,unknown,ipad,0.06,0,,4.29,16,14,14,1
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,25-34,female,ipad,0.07,0,,17.5,14,4,4,1
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,65+,male,iphone,10.19,6,1.7,16.1,16,633,633,1
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,55-64,male,iphone,0.46,0,,13.53,5,34,33,1.03
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,35-44,female,ipod,0.02,0,,20,13,1,1,1
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,facebook,65+,female,other,0.02,0,,20,2,1,1,1
1/28/2023,Awareness_Evergreen_Video Views_Lookalikes_National1%All_Dual50+,Awareness_Evergreen_Video Views,6277506227397,instagram,18-24,female,other,0.02,0,,20,5,1,1,1
1/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,female,android_smartphone,5.71,15,0.82,23.89,19,239,233,1.03
1/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,35-44,male,android_smartphone,2.57,5,0.64,30.6,5,84,82,1.02
1/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,35-44,male,android_tablet,0.53,2,0.53,25.24,5,21,20,1.05
1/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,55-64,female,android_tablet,0.10,0,,50,11,2,2,1
1/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,45-54,male,desktop,0.85,3,0.28,24.29,5,35,35,1
1/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,65+,unknown,ipad,2.33,4,1.17,20.62,5,113,106,1.07
1/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,instagram,25-34,male,ipad,1.07,0,0,48.64,4,22,22,1
1/28/2023,Frontier_Fall Series_Registrations_Lookalikes_1%All_Dual_SpringSeason_Sign Up,Frontier_Fall Series_Registrations,6273055765397,facebook,55-64,unknown,iphone,22.30,61,0.83,21.73,9,1026,940,1.09
